payment_id,Business Partner,Account Number,Memo Line,Amount,Currency,Posting Date
10710,Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT:  INV100000000023172,72499.42,USD,20131002
10711,Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT: 8608945532 ,91326.96,USD,20130924
10712,Renault & Fils SARL,EU80SHBU99676216281717,"RECEIPT REF 0: 7472659552, REF 1: 7969608795, REF 2: 6145882032, REF 3: 7105958460 ",639458.88,EUR,20001015
10713,Vulcan Heavy Industries,EC96HOBH95227782115933,893922063 100003294 ,253216.27,USD,20211003
10714,Schmidt & Partners AG,KR19XONN22004093612755,receipt number  REF 0: 8641987469REF 1: 659385757,734027250.8199999,KRW,20161102
10715,Rossi Family Ventures,CH63NCZR79469934122522,2272452977 INV1000000000149,70529.45,CHF,20230928
10716,Rossi & Figli S.p.A.,CH63NCZR79469934122522,0859066053 INV100000000006314,164420.69,CHF,20211018
10717,Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  78190478045,169172.31,USD,20030924
10718,Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  7190748045,37949.56,USD,20031009
10719,Nexus Financial Services,PA57EITK85774453544950,receipt number 920431784  REFERENCE rbo,37699.48,USD,20051010
10720,Nexus Financial Services,PA57EITK85774453544950,receipt number 920 4317841  REFERENCE qwi2g,16546.79,USD,20051009
10721,Aurora Digital Labs,US85KKLW74490450741672,0427490689 ,100415.94,USD,20071008
10722,Aurora Digital Labs,US85KKLW74490450741672,042 7940689 ,59963.47,USD,20071003
10723,PL Innovations,IT10XEXA63864752816799,ORDER OF - 3458571817 - 1934977638 - 86323263508 - 03424 38845 ,396136.98,EUR,20160928
10724,OpalStone Mining Inc.,ES20CMTE44658450515327,receipt number  1000000023043 8858739680,169998.24000000002,EUR,20000922
10725,Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT INV1008000000008596 ,109143.2,USD,20021001
10726,Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT INV10000000000859 1460306357,24731.02999999999,USD,20020930
10727,LPT ENERGY,IE81NFGS32338919992498,ref 0: 71538777475 | ref 1: 21999 58781 | ref 2: 95737083269 | ref 3: 815733845 | ref 4: 70109072452 ,594718.4899999999,EUR,20090926
10728,Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651,1519409943 10000012305 ,96994.55,EUR,20131004
10729,OSM RESOURCES,ES61SPTI39154749449893,receipt number INV100000000108473 12771 908027288,67297.34000000001,EUR,20071003
10730,IET SOLUTIONS,ES72MFNG69111425413554,PAY INV100000000030928 ,5533.38,EUR,20170927
10731,IET SOLUTIONS,ES72MFNG69111425413554,PAY INV100000000030928 ,3674.919999999999,EUR,20170926
10732,RF Solutions,EU39QKFV96686500836193,RECEIPT  INV1000000000188,59638.88,EUR,20080930
10733,RF Solutions,EU39QKFV96686500836193,RECEIPT  INV100000 000018801,103246.57,EUR,20080922
10734,RF Solutions,EU39QKFV96686500836193,RECEIPT  INV1000000000188,19152.089999999997,EUR,20081006
10735,KC Tech Solutions,FR64WMIF35021218661871,ORDER OF  I5NV100000000002644 ivm9c,68674.77,EUR,20231023
10736,RMV CAPITAL,US34XOKT18597398849451,payment 60644348 INV100000000007507,61522.12,USD,20131001
10737,KL Technologies,US07VGMG69140207635056,INV100 000000044865 100000000015650 8151529254,84863.82,USD,20001002
10738,Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366, 101302 INV100000000014505 NUM ljnqkt5f,216024.13,USD,20201005
10739,Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548,95890018 04 100004556 INV100000000022467 NUM buadru3gr,52722.450000000004,USD,20201014
10740,RMV CAPITAL,US77ISES92996107819674,"payment ref 0: 9941637644, ref 1: 69261565346, ref 2: 729992030, ref 3: 816332100 ",420763.2,USD,20041003
10741,Red Maple Ventures,US77ISES92996107819674,payment  INV100000000008901,204488.49,USD,20171010
10742,ACS HOSPITALITY,EC06KESO06541453065039,RECEIPT INV100000000034 0671639763,88403.02,USD,20181001
10743,P&S Enterprises,SV68CHTX17930433876614,RECEIPT INV100000000008776 1170214584,92729.81,USD,20171022
10744,SF Enterprises,AU97ZBMB38756221380797,"PAY  170276653, 964731860",564017.59,AUD,20141015
10745,P&C Enterprises,ZW41ZNUS76964877114424,RECEIPT 25434391676 100001955 INV1000000000040 51 NUM mc5,51799.659999999996,USD,20091008
10746,Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF 028194150652708500981882379649 ,465060.23,USD,20150924
10747,LC Engineering,NO83KQHA30401614802459,RECEIPT  INV100000000023548,2061427.68,NOK,20231010
10748,DF Holdings,ZW77JSAD86352332836377,receipt number IN7V100000000000442 ,98196.31999999999,USD,20221013
10749,Tanaka & Co. 株式会社,ZW70BCJL16136698104880,#RECEIPT: 05224279598 ,12369.68,USD,20030928
10750,Tanaka & Co. 株式会社,ZW70BCJL16136698104880,#RECEIPT: 052242798 INV100000000002848,174090.2,USD,20031006
10751,H&S Enterprises,ES92SDAP43749596766651,5 562618606 100000002167 INV100000000002663,15408.43,EUR,20210924
10752,H&S Enterprises,ES92SDAP43749596766651,556261860 100003667 INV100000000020663,17120.75,EUR,20211014
10753,H&S Enterprises,ES12GKZF14685184041382,066741476 10000005977 INV100000000033995,108245.76,EUR,20011015
10754,Ramirez Consulting,EC52ABOT61230474486347,receipt number  49841 54255,170969.46,USD,20061010
10755,Global Solutions Ltd,NZ67QXVP17076695066516,RECEIPT INV10000000000145 5 8010169487,56152.94,NZD,20100920
10756,Global Solutions Ltd,NZ67QXVP17076695066516,RECEIPT INV10000000000145 8010164978,53540.600000000006,NZD,20101102
10757,KL Technologies,US78QMZQ98005519667632, 1952 2 763935402,67943.6,USD,20151011
10758,KL Technologies,US78QMZQ98005519667632, 1000004859 763935402,31153.17,USD,20151021
10759,Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548, 14670 INV7100000000007383 NUM tz9i2ki,12885.57,USD,20151001
10760,Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548,2845777863 1007475 INV10000000 0007383 NUM jtpwmd12lbq,65240.75000000001,USD,20150929
10761,KC Tech Solutions,FR09WPRO57062050001770,ORDER OF 8653151720 INV010000000023453 265jj,92029.56,EUR,20101012
10762,TerraNova Energy Co.,KR69MWND72849777139761,PAY  - 8418827513 - 1399303178 - 3764488030 - 6484371611,659477902.3,KRW,20011007
10763,LPT ENERGY,IE16XJVZ01668558714423,ref 0: 61122768 | ref 1: 61911309280 | ref 2: 419749891 | ref 3: 8401217705 ,651172.44,EUR,20041003
10764,Dubois & Frères SARL,ZW77JSAD86352332836377,receipt number NV100000000023579 6109605275,157730.78,USD,20240927
10765,H&S Enterprises,ES12GKZF14685184041382,no 0: 5052774557no 1: 59148097237no 2: 264935885 1987 ,670810.21,EUR,20001014
10766,Eagle Financial Group,US55FZFE21568608001876,260 8340836 INV5100000000009627,225013.12,USD,20210926
10767,AeroMax Manufacturing,SE09HDFT79653963769778,receipt number 267154753 IVN100000000016822,146512.84,SEK,20121003
10768,Schmidt & Partners AG,KR19XONN22004093612755,receipt number  8986491096,7815599.55,KRW,20080928
10769,Schmidt & Partners AG,KR19XONN22004093612755,receipt number INV100000000007284 ,92402165.83,KRW,20081010
10770,H&S Enterprises,ES12GKZF14685184041382,64653 72340 10000000001231 IVN100000000042233,175213.22,EUR,20130926
10771,Eagle Financial Group,US55FZFE21568608001876,236389086 INV10000000002877,2698.31,USD,20030925
10772,Pacific Ocean Fisheries,PA81NKDG94676776743427,#RECEIPT: INV1000000008006336 10005444 66634358,16647.86,USD,20181009
10773,Pacific Ocean Fisheries,PA81NKDG94676776743427,#RECEIPT: INV100000000006 336 1000011065 3435899,9839.25,USD,20181001
10774,Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: I8NV100000000023312 100000000169 ,155522.19,USD,20160925
10775,Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: I NV100000000023312 199 ,72781.06000000001,USD,20161001
10776,H&Co. Enterprises,ES21DMQH18438233280127,ORDER OF INV10000000002685 ,174371.68,EUR,20220923
10777,Infinity Edge Technologies,ES20UNPH73849275307191,PAY  5650502344,54106.68,EUR,20111006
10778,Ferrari & Figli SRL,SV33QXSG98847568135628,ORDER OF 7166420785 ,148145.79,USD,20101013
10779,OSM RESOURCES,ES61SPTI39154749449893,receipt number INV10000000006560 10000000001324 ,34165.04,EUR,20120929
10780,OSM RESOURCES,ES61SPTI39154749449893,receipt number INV1000002000006560 199 ,53622.32,EUR,20121011
10781,Hassan & Sons Pvt. Ltd.,ES76JUUX87144638402773, 10015049 INV100000000001594,218286.49,EUR,20061008
10782,Dubois & Co. S.A.R.L.,ZW27HQBA00980290656589, 10000000001504 INV100000000036305 NUM omv4fin6wpsdb,249576.0,USD,20220928
10783,Rossi Family Ventures,CH63NCZR79469934122522, INV2100000000011775,214552.89,CHF,20171008
10784,Rossi Family Ventures,CH63NCZR79469934122522, INV10000000001177,85630.02000000002,CHF,20171008
10785,SP Consulting,KR27PIRR03437489281024,receipt number  REF 0: 808424669REF 1: 591728965,361550974.37,KRW,20220925
10786,EAGLE PAYMENTS,US55CGKQ34343849487945,- 5 404757050- 5519888605- 080487250- 247303180 4 ,859767.9199999999,USD,20110929
10787,Rossi Family Ventures,CH43FEFM66404995495867,4555322603 INV10000000000 7201,67940.54,CHF,20061027
10788,Rossi Family Ventures,CH43FEFM66404995495867,54553226 100000000007201,112117.94999999998,CHF,20061014
10789,Kim & Lee Technologies,US07VGMG69140207635056,INV10000000001426 1999 1633931 454,187311.82,USD,20100922
10790,Kim & Lee Technologies,US07VGMG69140207635056,INV10000000001426 10000000012910 163931454,110806.67,USD,20101006
10791,Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT  3790196861,138579.81,EUR,20141006
10792,Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT NO 0: 5400164928 & NO 1: 4628476209 & NO 2: 0357658804 10014257  NUM k8850ecwr,554836.1000000001,USD,20151004
10793,EAGLE PAYMENTS,US55FZFE21568608001876,- 812005237- 1453358425- 080628164 ,831320.8600000001,USD,20160923
10794,Nakamura Corp.,IE96HMFG05609084516214,+ 56520464371+ 313264544+ 8349575787 ,217308.11000000002,EUR,20221018
10795,OpalStone Mining Inc.,ES50VEUL10258081554365,receipt number  100001641 5118907596,155770.51,EUR,20201002
10796,Eagle Financial Group,US05NXRY62740992332664,2961218263 ,380593.68,USD,20211002
10797,Ramirez & Hijos Servicios,EC82DAEC93383522385495,receipt number 0348036284  cdw3ku2,244805.46,USD,20131008
10798,Zhang & Co. Limited,US49NYRG26232164607062,receipt number  no 0: 1439105662 & no 1: 2252631722 & no 2: 3310304138 & no 3: 6397040939,753261.85,USD,20010924
10799,Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT 8046071021 199  NUM mdz89rie9s,222579.46,USD,20191015
10800,Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,5784007038 110343 INV100000000011391 NUM vn5y,158911.82,USD,20041002
10801,ACS HOSPITALITY,EC06KESO06541453065039,RECEIPT  59107722650,226569.39,USD,20190930
10802,SF Enterprises,AU14FSGP75413836101729,PAY INV1000070000011220 ,459170.50999999995,AUD,20171012
10803,P&C Enterprises,ZW84LJQD21801984191799,RECEIPT 60127154279 198 INV10000000000132 NUM cu4vsw,177771.89,USD,20090922
10804,Galaxy IT Services,JP55URXX19922438559959,payment  0212504658 pcg,34164121.43,JPY,20091005
10805,Ferrari & Figli SRL,SV33QXSG98847568135628,ORDER OF NO 0: 0389736798 & NO 1: 1359246632 & NO 2: 0447422095 & NO 3: 2143047455 ,744023.9199999999,USD,20021024
10806,Galaxy IT Services,JP23AAOZ43884105635802,payment INV100000000010798  j4pnil,7150321.31,JPY,20140928
10807,Blue Horizon Travel Ltd,JP26PWMP40022856455126, 2622192417,7583180.71,JPY,20081007
10808,DF Holdings,ZW27IZUX97571132337325,receipt number  ref 0: 2777259069 & ref 1: 5783316050 & ref 2: 4224224273,703459.28,USD,20041009
10809,CEM PLANNERS,SV12OVQE34825959716219,receipt number INV10000000 0003815 879024234 8 REF 3t2fxadf,32538.94,USD,20101008
10810,Tanaka Corp.,ZW93RJDG67969379417643,#RECEIPT: 000 9761104 INV10000000001015,154779.18,USD,20221001
10811,Tanaka Corp.,ZW93RJDG67969379417643,#RECEIPT: 00097611 04 NV100000000010154,271282.0300000001,USD,20221023
10812,Z&S Enterprises,EU21QINT89660374269417,payment 326 6379723 INV100 000000008084 REFERENCE oe5xa55,354939.75,EUR,20031022
10813,Renault & Fils SARL,EU18RYCW61299356573754,RECEIPT  INV100000000038413,78222.71,EUR,20020930
10814,Renault & Fils SARL,EU18RYCW61299356573754,RECEIPT 7330333557 ,42320.86,EUR,20021010
10815,IS Engineering Group,EC07QGSB23709829413003,PAY  428023185 v91p5cm,195091.05,USD,20070924
10816,AeroMax Manufacturing,SE46GXKO73159490586543,receipt number 1452295387 INV100000000006512,1843801.68,SEK,20121014
10817,GSOLUTIONS INC,NZ26WIML96997855416658,RECEIPT V100000000042327 43432967343,270320.99,NZD,20221012
10818,Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number INV100000000017295 ,143544.36,USD,20091016
10819,RF Solutions,EU39QKFV96686500836193,"RECEIPT REF 0: 3142669462, REF 1: 6133194124, REF 2: 9298684293, REF 3: 3111109179, REF 4: 0167622127 ",746619.6499999999,EUR,20071110
10820,SC Trading,ZW12LHLP01902321935235,receipt number 289820585 INV100000000025140,110868.63,USD,20101003
10821,IS Engineering Group,EC07QGSB23709829413003,PAY INV100000000018476 141 1215962 6y2nnr62dfk793l,217899.98,USD,20201011
10822,Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT  4573633923,162855.73,USD,20120928
10823,Infinity Edge Technologies,ES20WSWB76296960053374,PAY  5379650433,136353.47,EUR,20111008
10824,Santos Trading Co.,DE12ZGPZ32978096835652,RECEIPT INV1000000000148489 45875748904,339979.49,EUR,20220929
10825,Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number REF 0: 9551360762REF 1: 2415089904REF 2: 4214164759  REF 6n3,166758.55,USD,20021025
10826,H&Co. Enterprises,ES43MPIU67587922991926,ORDER OF INV10000000027754 31686630146,90746.3,EUR,20200925
10827,Zhao & Sons Ltd.,EU73WLSA12736180675587,payment  INV100000000027010 REFERENCE 5bllsllta,37990.31,EUR,20111002
10828,Santos & Filho Lda.,AU35NKMP79244065300324,PAY  3731636785,429868.14,AUD,20191012
10829,CEM PLANNERS,SV84DXDX31456639442288,receipt number INV10000000000203  REF 22po2l8y3cpbyg,58199.82,USD,20151008
10830,CEM PLANNERS,SV84DXDX31456639442288,receipt number INV00000000002035  REF bnln2nage,204835.77999999997,USD,20150925
10831,DF Holdings,ZW27IZUX97571132337325,receipt number  457141778,57056.62,USD,20131008
10832,Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF  INV100000000012370,73404.61,USD,20121008
10833,RMV CAPITAL,US72PKFU92746836124279,payment 63944787306 INV100000000007247,57190.450000000004,USD,20201024
10834,RMV CAPITAL,US72PKFU92746836124279,payment 639487306 NV100000000007274,74729.09,USD,20201001
10835,BF Holdings,JP27TEIX98904483803771,RECEIPT 4 041896911 ,1736420.9,JPY,20220930
10836,BF Holdings,JP27TEIX98904483803771,RECEIPT 41896911 ,6938557.1,JPY,20220920
10837,Vista Health Care Services,SV86NEKA00064044315085,payment  3586581047,192436.59,USD,20161002
10838,Kim & Choi Electronics,FR90VMJD61142441117749,"ORDER OF no 0: 7221223927, no 1: 6683884273, no 2: 1442928424  dbl",561020.0,EUR,20201013
10839,Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number 563519396  REF y4cbf35pv9cgy,24706.14,USD,20241009
10840,Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number 963519396 INV100000000012487 REF 50bm9,30319.379999999997,USD,20241003
10841,Infinity Edge Technologies,ES20UNPH73849275307191,"PAY  REF 0: 2925401922, REF 1: 7508817176, REF 2: 6096763058, REF 3: 8948506414",448364.61000000004,EUR,20121010
10842,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT INV10000000008755 138873400,73166.65,USD,20131010
10843,ADL TECH,US30QLXI48317160457318,6981083093 IN1V00000000011089,47483.84,USD,20160924
10844,Galaxy IT Services,JP51JASX13559320863471,payment INV100000000016231  sb4,14611363.49,JPY,20201010
10845,Ivanov & Sons Engineering,EC67UYGR03734181648440,PAY I NV100000000004648 25640038659 d3m5nuneoye0a,32627.54,USD,20091001
10846,LC Engineering,NO67KUKR75990558614961,RECEIPT 903 2445003 INV10000000001784,635653.42,NOK,20171002
10847,LC Engineering,NO67KUKR75990558614961,RECEIPT 9032445003 INV1000000000174884,1306506.41,NOK,20171015
10848,Bertolini & Co. SRL,JP07YMWS36587627593221, 5044656257,27795002.93,JPY,20021007
10849,Nakamura & Co. 株式会社,IE46EFLH56323995868805,967160955 6INV100000000014643,430814.78,EUR,20151002
10850,Shoreline Property Group,PA29YGYX91620708881306,0028767180  REFERENCE v19ttzyx1n,14103.41,USD,20051001
10851,Shoreline Property Group,PA29YGYX91620708881306,0028767180  REFERENCE odpg,4003.05,USD,20051021
10852,Shoreline Property Group,PA29YGYX91620708881306,0028767180  REFERENCE ek4nb9vzodk,9327.580000000002,USD,20051011
10853,CEM PLANNERS,SV12OVQE34825959716219,receipt number INV 100000000012828 8912010613 REF urasase8qgqt,60270.24,USD,20191009
10854,CEM PLANNERS,SV12OVQE34825959716219,receipt number INV100000000012828 912016013 REF 9637f1qvsy,139595.36000000002,USD,20191003
10855,Vista Health Care Services,SV45AQUO19832173360815,payment INV1000000 00005910 3234247752,148030.99,USD,20110924
10856,OSM RESOURCES,ES50VEUL10258081554365,receipt number INV100000000017520 10000000001195 ,193352.11000000002,EUR,20221016
10857,Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT:  INV100000000030768,352297.63,USD,20061016
10858,Tanaka Corp.,ZW70BCJL16136698104880,#RECEIPT: 2789143185 INV1000000040018342,140814.46000000002,USD,20051012
10859,KL Technologies,US07VGMG69140207635056, 10024867 60943547054,115844.56000000001,USD,20201009
10860,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT INV100000000032 676 591197834,230609.5,USD,20181004
10861,Zhao & Sons Ltd.,EU73WLSA12736180675587,payment 2499 614514 IN V100000000005773 REFERENCE nntjhjxej1h1fh,4939.0599999999995,EUR,20111023
10862,Shoreline Property Group,PA04ULMP25623811229020, INV100000000005770 REFERENCE gzrtk0a,204678.88,USD,20060923
10863,Hassan & Sons Pvt. Ltd.,ES12GKZF14685184041382,no 0: 4395542117no 1: 3069896100no 2: 0837370618 1998 ,340689.45999999996,EUR,20211006
10864,F&F Ventures,SV33QXSG98847568135628,ORDER OF 66266079196 NV100000000004378,28758.489999999998,USD,20221005
10865,F&F Ventures,SV33QXSG98847568135628,ORDER OF 6 266079196 INV1000000000043,28278.91,USD,20220922
10866,LPT ENERGY,IE76UVIN07069670747371,56647059015 ,164000.1,EUR,20020925
10867,Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: IN8V100000000007668 103298 153631617 7,94619.6,USD,20011008
10868,Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: V100000000007668 100000007708 15363161,42750.77,USD,20011011
10869,Renault & Fils SARL,EU39QKFV96686500836193,"RECEIPT REF 0: 0260783626, REF 1: 7543524985, REF 2: 6438045737 ",544380.9099999999,EUR,20241003
10870,TerraNova Energy Co.,KR17XYXA58116372865191,PAY INV100000000005861 5192107496,483887854.0,KRW,20051010
10871,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT INV100000000020213 ,534528.1699999999,USD,20060925
10872,Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT  REF 0: 5950262983 & REF 1: 0301163683 & REF 2: 6421957217,543492.25,NZD,20070924
10873,Ramirez Consulting,EC52ABOT61230474486347,receipt number INV100000000009678 ,179482.27,USD,20060924
10874,ZC_Ltd_11212,US15SVBG74166913229289,receipt number IN100000000010778 7782658105,290100.52,USD,20141012
10875,Bianchi & Figli SRL,IE22JEDG96856894531918,RECEIPT  9INV100000000000167,331355.05,EUR,20221003
10876,Park & Lee Solutions,IT69XBSD04498910535216,ORDER OF  IN V100000000013099,129154.58,EUR,20160927
10877,Park & Lee Solutions,IT69XBSD04498910535216,ORDER OF 3615362380 INV10000000013099,11237.370000000014,EUR,20160927
10878,Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF  1413011873,39881.65,EUR,20230929
10879,BHT TOURS,JP26PWMP40022856455126, 108491085,8241195.859999999,JPY,20041013
10880,Rossi Family Ventures,CH63NCZR79469934122522,1148785983 ,140155.88,CHF,20091009
10881,PL Innovations,IT69XBSD04498910535216,ORDER OF 7911781905 INV10000000001721,26632.15,EUR,20111002
10882,RH Services,EC70IUTA50525270767302,receipt number NO 0: 4482025355 NO 1: 8862247332 NO 2: 0780812746  jpr6glo,507104.01,USD,20051003
10883,BHT TOURS,JP26PWMP40022856455126, REF 0: 735 9882989 & REF 1: 447190185 & REF 2: 80995940385 & REF 3: 9878135307 & REF 4: 440 3658563 & REF 5: 313 5937937,128005886.01,JPY,20101003
10884,Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT INV1000000000200 ,67318.47,EUR,20121011
10885,CEM PLANNERS,SV20BJHO20887918360762,receipt number INV100000000022724 567092004 REF l90iin,395680.52999999997,USD,20050922
10886,RF Solutions,EU39QKFV96686500836193,RECEIPT  INV10000000016897,40983.4,EUR,20121007
10887,CEM PLANNERS,SV12OVQE34825959716219,receipt number INV100000000001027  REF ixxin43xnji35,179807.71,USD,20120925
10888,CEM PLANNERS,SV12OVQE34825959716219,receipt number INV100000000001027  REF 2eyj7t3,17801.00999999999,USD,20120930
10889,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT IN V100000000012130 682374212,124962.05,USD,20051012
10890,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT NV100000000012130 96823784212,69079.98999999999,USD,20051008
10891,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT INV100000000012130 968374212,29854.0,USD,20050922
10892,SC Trading,ZW12LHLP01902321935235,receipt number  INV100000000 019934,249319.12,USD,20190927
10893,Red Maple Ventures,US77ISES92996107819674,payment  INV100000000026079,159902.96,USD,20000921
10894,Aurora Digital Labs,US30QLXI48317160457318,no 0: 8178459655 | no 1: 537559649 | no 2: 09542503557 | no 3: 6769663682 ,265953.86000000004,USD,20141001
10895,Liu & Chao Engineering,NO98MEGK33265648730539,RECEIPT NO 0: 6036738792NO 1: 4743034434NO 2: 5157394322NO 3: 1845441338NO 4: 7632432720NO 5: 4926239973 ,9887590.19,NOK,20061010
10896,Crimson Event Management,SV84DXDX31456639442288,receipt number  + 84052764752 & + 57 45765829 REF agvvk6nk,382794.99,USD,20151029
10897,Tanaka & Co. 株式会社,ZW70BCJL16136698104880,#RECEIPT:  7INV100000000007954,88076.25,USD,20031015
10898,Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  REF 0: 0947657064REF 1: 5872934718REF 2: 1794116619REF 3: 1827926319REF 4: 6003936388,646445.9,USD,20081006
10899,Rossi & Figli S.p.A.,CH33PFJF87147137336861,+ 5486731018 + 3608562246 ,197777.0,CHF,20220922
10900,Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number  INV100000000015570,137697.14,USD,20221002
10901,LC Engineering,NO39TVLQ14226411504242,RECEIPT 05736476256 INV1800000000013758,856747.77,NOK,20020925
10902,Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,9934289146 199 INV100000000004914 NUM 4afz8p,77452.57,USD,20041022
10903,Rossi & Figli S.p.A.,CH63NCZR79469934122522,401401536 6 INV100000000007457,179941.63,CHF,20121018
10904,P&S Enterprises,SV68CHTX17930433876614,RECEIPT  107289403,62982.82,USD,20181011
10905,Bertolini & Co. SRL,JP55COGP21284347642066,INV10000000001931 ,12129157.04,JPY,20031021
10906,TerraNova Energy Co.,KR17XYXA58116372865191,PAY  - 549930985 - 675269598 - 734082949 - 88929104 69,848526542.5,KRW,20170926
10907,RF Solutions,EU39QKFV96686500836193,RECEIPT  INV1000000000490769,250417.23,EUR,20021002
10908,Zhang & Co. Limited,US49NYRG26232164607062,receipt number  no 0: 6917104283 & no 1: 2303981021 & no 2: 6152881810 & no 3: 9643947045 & no 4: 5741105963,572749.97,USD,20131010
10909,SC Trading,ZW12LHLP01902321935235,receipt number 586185769 INV10 0000000001618,367131.83999999997,USD,20161004
10910,Crimson Event Management,SV20BJHO20887918360762,receipt number INV10000000019664 15774392387 REF ggu33,100145.17,USD,20061026
10911,Crimson Event Management,SV20BJHO20887918360762,receipt number NV100000000019664 157749238 REF uroiqcq41,140016.48000000004,USD,20061006
10912,Red Maple Ventures,US34XOKT18597398849451,payment 51922143059 INV1 00000000001917,139503.02,USD,20211009
10913,Red Maple Ventures,US34XOKT18597398849451,payment 51221443059 NIV100000000001917,24087.270000000008,USD,20211002
10914,Ivanov & Partners Ltd.,SV72COVR08960277816802,ORDER OF 221 0455578 INV100000000012447,183724.15,USD,20201006
10915,Vulcan Heavy Industries,EC48EDWX57164271842948,+ 009056245+ 42216453093+ 303785504+ 4943762510 1000004063 ,547336.4099999999,USD,20191008
10916,KC Tech Solutions,FR37UOQH97963907409336,ORDER OF  INV100000000042071 g1mcc,144058.29,EUR,20231007
10917,KC Tech Solutions,FR37UOQH97963907409336,ORDER OF 0760317421  9vjww0gqi,94322.19999999998,EUR,20231018
10918,NFS ADVISORS,PA62DRIL34514339426048,receipt number  INV100000000048736 REFERENCE lpm8t34k5s7s723,212543.37000000002,USD,20090929
10919,P&C Enterprises,ZW76GAMT92974160785191,RECEIPT NO 0: 780569778 & NO 1: 20 43385893 & NO 2: 550721133 & NO 3: 79922037 59 1999  NUM 0sk9ci,944713.52,USD,20140921
10920,LC Engineering,NO67KUKR75990558614961,RECEIPT 205871126 INV10000000001116,3053572.74,NOK,20140920
10921,Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF  INV100000000014882,84111.72,USD,20100929
10922,EAGLE PAYMENTS,US55FZFE21568608001876,- 5661590163- 3394538334- 1275911887- 8306543232- 3940654585- 7160043524 ,951344.23,USD,20101001
10923,LPT ENERGY,IE16XJVZ01668558714423,05073669317 INV10000000010049,152749.61,EUR,20111017
10924,LPT ENERGY,IE16XJVZ01668558714423,00736669317 INV10000000001009,27000.44999999999,EUR,20111004
10925,BC Ventures,JP55COGP21284347642066, 261659987 2,20155550.95,JPY,20151017
10926,SPG REALTY,PA29YGYX91620708881306,"- 8376694711, - 5371732778, - 4753517830, - 0736560943  REFERENCE slj7a",629267.7599999999,USD,20071023
10927,Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT 5739515978 107173 INV100000 000025166 NUM sltku0gplqgftr2,62585.18,USD,20230922
10928,Dubois & Frères SARL,ZW77JSAD86352332836377,receipt number INV10000000001533 52249419471,35438.46,USD,20040930
10929,Dubois & Frères SARL,ZW77JSAD86352332836377,receipt number IN100000000015330 52494194712,41158.049999999996,USD,20041007
10930,H&S Enterprises,ES76JUUX87144638402773,8728878129 100000040041 INV100000000029979,171567.63,EUR,20171003
10931,ACS HOSPITALITY,EC88GQNR03792485926787,RECEIPT  6066052595 | 3486502486 | 6367849767 | 3441585007,958287.8300000001,USD,20100929
10932,BF Holdings,JP04BQPW06234142267270,RECEIPT 458570136 INV10000000001399,36630340.99,JPY,20081020
10933,SF Enterprises,AU14FSGP75413836101729,PAY IN1V00000000009810 11254205958,117324.9,AUD,20211012
